khoi	tinh	M1	M2	M3
A1	1A	6.75	2.50	9.25
A1	1A	7.75	3.50	9.50
A1	1B	8	3.25	9.75
A1	1A	7.50	2.00	9.50
A1	1B	5.75	2.50	9.50
A1	1B	7	3.50	9.25
A1	1A	7	3.25	10.00
A1	1B	7.25	2.75	10.00
A1	1A	7.75	4.00	9.25
A1	1B	6.25	3.00	7.75
A1	1B	4.75	4.75	4.50
A1	1B	6.50	5.75	8.25
A1	1B	4.25	5.50	9.00
A1	1A	7.25	3.25	9.25
A1	1B	5.75	5.25	8.75
A1	1A	4.50	3.25	8.00
A1	1B	7.25	5.75	7.25
A1	1B	4	4.50	5.75
A1	1B	7.50	7.25	8.75
A1	1B	6	5.50	3.50
A1	25	2.25	3.50	3.50
A1	1B	4.75	2.50	7.00
A1	1B	6.50	4.00	5.25
A1	1B	4.25	5.75	8.75
A1	1B	4.50	4.75	5.25
A1	1B	5	3.25	8.50
A1	1B	6.75	5.00	8.50
A1	1B	7.75	7.25	9.50
A1	1B	7	6.00	7.25
A1	1B	3.75	2.50	7.00
A1	1B	7.50	4.00	9.75
A1	1B	3	5.00	8.00
A1	1B	2	3.25	1.75
A1	10	5.25	3.50	4.25
A1	1B	5.50	4.50	3.25
A1	1B	5.25	5.50	6.25
A1	1B	6.50	7.25	7.75
A1	1B	6	5.75	4.50
A1	1B	2	2.50	3.25
A1	1B	5.75	2.50	8.00
A1	1B	2.50	3.00	8.75
A1	1B	6	4.50	9.25
A1	1B	7.25	3.00	8.75
A1	1B	4.75	2.50	8.75
A1	1B	4	2.00	7.50
A1	1B	7.50	7.50	9.50
A1	1B	5.50	3.75	8.25
A1	1B	1	5.50	3.25
A1	1B	5	6.00	7.50
A1	1B	2.25	5.75	4.25
A1	1B	4.75	5.25	7.25
A1	1B	6.50	5.50	8.00
A1	1B	6.75	6.50	7.00
A1	1B	7	5.50	6.25
A1	1B	6.75	6.50	8.00
A1	1B	5.75	2.00	3.25
A1	1B	4.50	6.00	5.25
A1	1B	7.25	6.50	8.50
A1	1B	5	2.50	9.00
A1	1B	6.50	6.50	7.00
A1	1B	6.75	4.75	7.75
A1	1B	5.25	6.00	2.75
A1	1B	1.75	4.25	3.25
A1	1B	4.75	5.75	8.50
A1	1B	7	7.00	7.25
A1	1B	7.25	6.50	5.50
A1	1B	7	6.50	7.50
A1	1B	4.75	3.50	5.75
A1	1B	5.50	3.00	6.25
A1	1B	7.75	7.50	8.75
A1	1B	6.75	5.25	6.50
A1	1B	6.50	7.75	6.75
A1	1B	6	4.00	8.75
A1	1B	0.75	3.25	5.00
A1	1B	6.75	2.25	8.00
A1	1B	5.75	5.75	6.50
A1	1B	5	1.75	5.00
A1	1B	4.75	2.50	7.75
A1	1B	3.50	3.00	5.00
A1	1B	5.25	5.50	7.75
A1	1B	5.50	5.75	4.25
A1	1B	2	3.50	4.75
A1	1B	4.25	3.00	3.00
A1	1B	6	4.50	7.25
A1	1B	6.25	6.00	5.00
A1	1B	9	6.75	8.75
A1	1B	7.25	4.50	9.50
A1	1B	7	3.25	8.50
A1	1B	6	4.50	8.50
A1	1B	2.25	5.25	3.75
A1	1A	6.50	3.75	5.50
A1	1A	4.50	4.50	8.50
A1	1A	5.75	3.00	3.75
A1	1A	6.75	5.25	9.25
A1	62	4.50	3.50	7.25
A1	1A	6.50	3.00	7.25
A1	1A	7.75	4.50	9.25
A1	27	5	3.50	4.00
A1	1A	0.75	4.25	5.50
A1	1A	5	2.75	7.25
A1	1A	6.50	4.25	9.75
A1	1A	2.25	3.50	2.50
A1	1B	3.25	2.25	4.50
A1	1A	6.25	4.00	5.00
A1	1A	3.50	2.00	5.25
A1	1A	5.50	3.25	9.00
A1	1A	2.50	4.50	3.50
A1	03	2.75	3.50	4.75
A1	1A	7.75	4.75	9.25
A1	1B	6	6.25	6.25
A1	27	6	3.25	3.75
A1	1A	5.75	7.50	10.00
A1	1A	4.75	5.50	4.50
A1	1A	5.75	6.25	8.25
A1	1A	6.25	2.00	4.50
A1	1A	7	5.25	8.75
A1	17	5.75	5.25	8.00
A1	17	6.75	3.75	6.25
A1	1A	5.25	3.25	5.75
A1	1A	6.25	6.00	6.75
A1	1A	4	4.75	5.75
A1	1A	4.25	3.50	7.25
A1	28	2.25	4.50	3.00
A1	1A	7.25	4.25	10.00
A1	1A	7.25	6.00	8.75
A1	27	4.75	4.50	3.25
A1	1B	5.75	3.25	7.75
A1	19	6.50	2.50	8.50
A1	17	7	6.75	9.00
A1	15	4	6.25	6.00
A1	22	6.25	6.50	7.75
A1	1A	7.25	3.25	6.25
A1	1A	6.75	2.50	9.75
A1	16	4.50	2.75	6.75
A1	1A	4.50	3.00	5.00
A1	1A	5.25	3.75	7.75
A1	1A	6.50	2.50	8.50
A1	1A	5.50	4.25	7.50
A1	1A	6.75	3.00	7.00
A1	1A	4	1.50	6.50
A1	1A	2.50	2.50	7.50
A1	1A	7.25	2.75	8.00
A1	1A	6.25	4.50	9.25
A1	1A	7.25	4.00	9.50
A1	1A	6.75	3.00	6.75
A1	26	5.75	2.75	6.25
A1	1B	7.25	3.25	7.50
A1	1A	6.75	3.50	8.50
A1	1A	6.25	2.50	9.00
A1	1A	6.50	3.50	6.75
A1	1A	6	5.25	8.25
A1	1A	2.25	3.50	8.75
A1	25	5	4.50	9.00
A1	1A	5.75	2.50	8.25
A1	1A	6	2.50	7.75
A1	1A	6	2.75	9.00
A1	1A	3.50	3.00	3.00
A1	1A	2	5.75	5.25
A1	1A	3	6.00	5.25
A1	1A	3.50	4.25	6.50
A1	1B	2.25	2.50	2.50
A1	17	6.25	2.50	8.75
A1	1A	4.75	2.00	5.50
A1	1A	4.50	3.00	8.25
A1	24	3.50	3.00	4.50
A1	25	7.50	6.00	9.75
A1	19	5.75	6.00	4.50
A1	1B	5.75	4.50	7.25
A1	1A	7	4.25	6.50
A1	1A	6.75	2.50	9.00
A1	1A	4.50	3.50	5.00
A1	1A	7	6.50	6.50
A1	1A	4.25	4.75	5.25
A1	21	0.50	3.50	2.75
A1	1B	2.50	2.50	7.75
A1	21	3.25	5.25	4.50
A1	1B	4.75	7.50	6.50
A1	22	6	4.25	2.75
A1	1A	6.75	3.50	8.75
A1	19	3.25	3.25	8.25
A1	08	2	3.50	3.75
A1	1A	6.25	2.75	8.25
A1	1A	1.75	4.25	6.75
A1	1A	5.25	3.50	6.00
A1	25	3.50	4.25	7.00
A1	1B	6	4.50	5.00
A1	1B	2.50	2.50	3.00
A1	1A	6.50	4.50	8.75
A1	25	5	4.50	3.75
A1	21	4.75	5.00	4.00
A1	27	4.75	5.50	2.75
A1	1B	0.25	3.00	3.25
A1	17	1.50	2.25	3.50
A1	17	1	2.75	3.25
A1	18	0	2.50	3.00
A1	13	3	4.25	5.25
A1	17	5.25	5.25	5.75
A1	1A	0.75	2.50	3.75
A1	1A	1.50	2.50	0
A1	25	1.25	3.50	4.50
A1	22	0.75	3.00	3.75
A1	17	3.75	3.50	6.25
A1	1A	0.75	4.50	3.00
A1	1A	6	3.75	4.00
A1	1B	0.50	5.75	2.25
A1	21	6	5.50	3.50
A1	1A	3.50	3.00	3.75
A1	15	2	2.00	2.50
A1	1A	1.25	2.75	2.75
A1	1A	4.25	2.75	3.00
A1	1A	5.50	6.50	8.25
A1	26	5	5.75	4.25
A1	1B	7.25	6.50	5.25
A1	1A	5.25	7.00	8.75
A1	1A	5.25	3.75	6.00
A1	15	4.75	4.75	4.50
A1	28	2.50	2.75	5.00
A1	1A	5	1.75	7.25
A1	15	3	3.00	4.25
A1	1A	2.25	3.50	2.50
A1	25	1.50	3.50	5.75
A1	18	6.50	6.50	7.75
A1	1A	6	3.25	6.75
A1	19	5.75	6.50	5.75
A1	1A	5.50	6.00	8.25
A1	1A	1	2.50	3.25
A1	25	6.25	4.50	6.75
A1	1A	7.25	6.75	7.75
A1	26	7.25	8.00	6.50
A1	26	8	5.50	5.00
A1	1A	7.25	6.50	7.00
A1	1B	7	4.25	4.75
A1	21	5	5.75	5.00
A1	1A	4.75	3.50	7.75
A1	25	6.25	2.75	6.75
A1	1A	5.25	2.75	7.50
A1	1A	6.25	5.25	8.25
A1	1A	7	3.75	9.00
A1	1A	5.50	2.50	7.75
A1	1A	2.75	3.50	8.25
A1	1A	6.75	6.50	7.75
A1	1A	7.50	5.50	6.75
A1	1A	4.25	1.50	7.50
A1	1A	6.50	3.25	8.25
A1	1A	5	5.75	5.00
A1	26	3.25	5.75	3.25
A1	28	3.25	1.50	3.50
A1	26	3.50	2.25	5.50
A1	27	4.25	5.75	3.75
A1	1A	1.25	3.00	5.50
A1	27	1	3.75	4.00
A1	25	4	2.25	3.50
A1	1B	2.25	2.50	2.50
A1	1B	1.75	4.25	1.75
A1	22	3	4.50	4.75
A1	24	4.50	4.00	4.75
A1	26	5	5.50	3.50
A1	15	0	1.50	2.75
A1	21	3	3.00	5.00
A1	1A	1.50	2.50	4.25
A1	1A	4.50	5.00	2.75
A1	25	0.50	3.25	4.25
A1	21	0	3.75	2.25
A1	18	1	3.75	3.75
A1	18	5	3.50	2.25
A1	1A	6	5.25	5.00
A1	25	1.50	5.50	3.75
A1	24	3	5.50	5.50
A1	18	4	5.50	3.50
A1	25	1.25	2.50	3.25
A1	15	1.25	3.50	5.00
A1	28	2.25	2.75	3.00
A1	15	5.25	5.50	6.00
A1	15	0	2.75	3.25
A1	19	1.50	3.00	4.25
A1	25	5.75	2.50	5.00
A1	18	1.75	3.50	3.75
A1	10	5.25	6.25	3.75
A1	26	5.25	4.00	5.50
A1	1A	2.25	4.50	4.00
A1	18	1.50	3.25	3.25
A1	18	3.25	6.25	3.50
A1	12	2	3.50	3.50
A1	12	1.75	4.25	3.00
A1	06	2	4.25	3.50
A1	08	2.25	2.25	3.25
A1	06	0.25	2.50	3.25
A1	1A	6.25	2.75	8.25
A1	05	0	2.00	2.00
A1	11	0	2.75	3.25
A1	08	5.25	4.25	2.50
A1	21	5.25	5.50	7.75
A1	1A	0.75	2.50	3.75
A1	28	0	2.00	2.75
A1	23	5.25	6.50	4.25
A1	1A	6.50	3.50	9.50
A1	1A	5.75	5.50	9.25
A1	15	7	6.25	8.25
A1	1B	4.75	2.00	2.75
A1	25	6	7.25	6.50
A1	24	7	5.50	6.50
A1	19	6.75	6.00	4.75
A1	22	5.50	5.00	6.75
A1	1A	7	4.50	9.00
A1	1A	5	5.75	4.50
A1	22	5.75	4.00	7.75
A1	1A	6.75	5.50	6.75
A1	15	4	4.75	9.50
A1	1A	6.25	4.50	8.25
A1	03	3.50	3.50	8.00
A1	1A	5	4.00	4.00
A1	1A	6.50	6.00	7.75
A1	1A	4.50	4.75	9.00
A1	03	6	4.75	5.00
A1	03	6.75	5.25	4.75
A1	03	7.75	7.75	6.00
A1	03	1.50	3.50	7.00
A1	03	5.50	5.00	6.50
A1	03	6.50	5.25	9.00
A1	03	6.75	6.50	9.00
A1	03	6.75	4.00	8.75
A1	03	8	6.50	8.25
A1	03	7	8.50	9.50
A1	03	6.75	6.25	10.00
A1	03	5.75	6.00	8.00
A1	03	6	6.00	6.25
A1	03	6.25	4.50	8.25
A1	03	7	5.00	8.75
A1	03	2.50	4.75	6.00
A1	03	8	1.75	9.50
A1	03	7.25	3.00	9.25
A1	03	5.75	4.75	9.75
A1	03	6.25	2.75	10.00
A1	03	6.50	3.25	9.50
A1	03	7	6.50	7.75
A1	03	8	6.50	8.00
A1	03	7	7.00	9.00
A1	03	7.75	7.00	9.75
A1	03	6.50	7.25	9.75
A1	03	8.25	8.50	9.00
A1	03	8.50	7.25	8.25
A1	03	8.75	8.50	8.50
A1	03	7.50	5.50	6.75
A1	03	6.75	7.75	8.75
A1	03	6	6.00	7.50
A1	03	8	7.50	9.00
A1	03	6.25	5.75	8.50
A1	03	6.25	6.50	7.75
A1	03	8	6.75	9.25
A1	03	4.75	2.50	6.50
A1	03	6.25	6.75	7.25
A1	03	6.25	6.25	7.50
A1	03	8	7.50	8.75
A1	03	6.75	5.50	9.00
A1	03	6	5.25	7.25
A1	03	7	7.25	7.50
A1	03	1.50	3.50	2.25
A1	03	5.50	4.75	3.75
A1	03	8	8.25	7.75
A1	03	7	4.75	9.75
A1	03	5.50	3.50	6.50
A1	03	5.75	6.00	5.00
A1	03	6.50	6.75	8.00
A1	03	6.75	6.00	8.00
A1	03	6.75	6.25	6.50
A1	03	2.25	2.25	4.25
A1	03	6.50	6.00	8.75
A1	03	6.50	5.50	8.00
A1	03	6.75	5.25	7.75
A1	03	5.75	5.75	6.25
A1	03	5.75	5.00	6.00
A1	03	7	6.50	8.25
A1	03	6.25	5.50	7.00
A1	03	5.75	4.50	5.25
A1	03	7.75	6.00	5.25
A1	03	6.25	3.75	3.50
A1	17	3	2.50	7.00
A1	17	7	3.50	9.25
A1	17	6	6.25	3.50
A1	17	5.50	3.50	8.75
A1	17	8.50	7.00	8.50
A1	17	6.50	6.00	8.00
A1	17	6.75	6.50	7.25
A1	17	6	8.25	6.00
A1	17	7.25	6.00	4.75
A1	17	8.50	8.25	8.75
A1	17	1	4.50	3.50
A1	17	7	6.00	7.75
A1	17	5.75	4.50	5.25
A1	17	7	6.25	7.75
A1	17	7.75	7.50	8.75
A1	17	6.75	6.50	9.00
A1	17	0.50	2.75	2.75
A1	17	6.50	7.75	8.50
A1	17	7.75	8.00	8.50
A1	17	6.25	5.75	7.75
A1	17	7	4.75	9.00
A1	17	7	6.50	8.50
A1	17	7.50	7.50	8.75
A1	17	5.25	2.50	4.25
A1	17	7	5.25	9.25
A1	17	6.75	6.75	7.75
A1	17	8	7.00	8.50
A1	03	6.25	6.50	7.50
A1	17	7	6.25	8.75
A1	17	4.25	6.00	7.75
A1	03	6.75	7.00	9.00
A1	17	7.25	5.00	4.50
A1	03	5.75	5.50	6.50
A1	29	3.25	2.50	4.00
A1	29	6.75	5.50	9.00
A1	29	6.50	6.75	8.25
A1	29	6.50	3.75	8.75
A1	29	7.50	3.75	9.75
A1	29	6	5.75	9.00
A1	29	7	5.50	4.25
A1	29	6.50	5.50	7.00
A1	29	6.75	5.25	6.75
A1	29	7	7.50	9.50
A1	29	5.25	4.50	7.50
A1	29	3	2.50	2.25
A1	29	5	3.25	2.75
A1	29	8.75	8.00	9.75
A1	29	8.50	6.00	9.50
A1	29	7.50	4.50	10.00
A1	29	9	7.50	8.50
A1	29	8	7.50	9.00
A1	29	7.25	5.50	5.50
A1	29	7	7.75	8.75
A1	29	7.50	8.00	9.00
A1	29	7.50	6.50	7.25
A1	29	3.50	4.00	8.25
A1	29	8	7.50	6.00
A1	29	7.50	6.00	9.25
A1	29	7	7.00	8.25
A1	29	6.25	5.50	8.75
A1	29	8.75	9.00	9.25
A1	29	6.50	7.25	7.25
A1	29	0.75	3.25	3.25
A1	29	9	7.00	9.50
A1	29	8.25	7.25	7.75
A1	29	7	4.50	6.75
A1	29	7	4.50	8.75
A1	29	7	4.50	8.25
A1	29	6.50	3.75	8.25
A1	29	1.25	3.00	3.25
A1	29	5.25	5.75	5.75
A1	29	5.75	3.50	4.00
A1	29	6.75	4.25	9.25
A1	29	7	7.00	9.00
A1	29	4.75	3.25	3.75
A1	29	5	3.50	6.00
A1	29	6.75	4.75	5.50
A1	29	7.75	6.50	8.00
A1	29	5.75	6.75	8.00
A1	29	7.25	7.00	6.25
A1	29	5.25	3.00	3.50
A1	29	6.50	3.50	9.50
A1	29	9	6.25	10.00
A1	29	7.75	4.50	4.00
A1	29	6.75	6.25	5.75
A1	29	7.50	6.25	8.25
A1	29	7.50	5.25	7.25
A1	29	6.25	6.00	6.50
A1	29	8	5.75	7.25
A1	29	7.50	7.00	8.50
A1	30	6	4.50	8.75
A1	30	3	3.50	3.50
A1	30	7.50	6.50	7.50
A1	30	5.50	6.75	6.50
A1	30	6	3.50	4.75
A1	30	6.25	5.50	7.00
A1	30	4	5.50	3.00
A1	30	7	5.75	8.75
A1	30	7	5.00	9.50
A1	30	6.25	5.50	5.50
A1	30	6.25	5.75	8.75
A1	30	8.25	7.50	9.50
A1	30	8.75	4.50	9.00
A1	30	7	7.00	7.75
A1	30	5.75	3.50	2.25
A1	30	4.50	5.50	6.00
A1	30	1	3.50	2.00
A1	30	5.75	6.75	5.00
A1	30	4	3.25	3.50
A1	35	5	4.25	7.00
A1	35	6	5.50	6.75
A1	36	6	3.75	6.75
D1	05	1	2.75	5.50
D1	06	3.25	7.00	6.50
D1	06	2	3.00	3
D1	06	2	4.00	5
D1	06	6.25	3.50	6
D1	06	5.50	5.00	6
D1	06	5	7.50	6.50
D1	06	5.25	8.25	6.50
D1	06	7.50	7.75	6.50
D1	06	7	8.25	6.50
D1	06	6.50	8.25	7
D1	06	0.50	3.75	3.50
D1	06	1.50	5.50	5
D1	06	0.75	2.75	1.50
D1	06	3.50	3.25	3
D1	06	1	3.25	5.50
D1	08	6.25	7.50	6
D1	08	4.75	5.00	7
D1	08	6.25	8.25	7
D1	08	7	7.50	6.50
D1	08	7	8.75	7.50
D1	08	6.50	4.75	7.50
D1	08	6.75	6.75	6
D1	08	7.50	8.00	7
D1	08	6.50	6.00	7
D1	08	7	9.25	8
D1	08	7	7.00	7
D1	08	7	6.50	6.50
D1	08	7	9.00	7
D1	08	6.50	8.25	7.50
D1	08	6.25	8.25	6.50
D1	08	6.50	8.00	6
D1	08	6.75	8.00	5.50
D1	08	6.75	7.50	7
D1	08	6.75	7.00	6
D1	08	3.50	2.75	4.50
D1	08	6	8.75	6.50
D1	08	7.25	3.75	2.50
D1	08	6.50	2.75	4
D1	08	3.50	7.00	7
D1	08	4.75	3.00	6
D1	09	6.75	7.00	7.50
D1	09	7	7.50	1.50
D1	09	6.50	4.50	6
D1	09	2.25	7.25	6.50
D1	10	0.75	2.25	2.50
D1	10	6	5.25	2.50
D1	10	4.50	5.25	4.50
D1	10	6.25	5.00	4.50
D1	10	6.25	7.75	6
D1	10	3.75	4.50	7
D1	10	6	3.00	5.50
D1	10	4.50	6.75	2
D1	10	5	4.75	8.50
D1	10	6.25	7.25	6.50
D1	10	7.25	9.00	4.50
D1	10	4.50	5.50	2
D1	10	5.75	7.50	7
D1	10	6.50	7.00	6.50
D1	10	7.50	4.75	5
D1	10	5.50	6.00	8
D1	10	5.50	3.25	4
D1	10	6.25	6.75	6
D1	10	7	6.25	4
D1	10	4.50	5.50	5.50
D1	10	6.75	4.50	8
D1	10	0.75	3.50	3
D1	10	2.75	4.50	4
D1	10	2.25	2.50	3
D1	10	1	3.25	2.50
D1	10	4.25	6.75	7
D1	10	6.50	3.00	6
D1	11	7.25	7.50	6
D1	11	4.75	6.25	5
D1	11	7	7.00	5.50
D1	11	7.25	5.00	4
D1	11	6.75	5.75	7.50
D1	11	7	8.00	7
D1	11	7	6.50	7.50
D1	12	6.25	6.25	6.50
D1	12	1	4.00	6.50
D1	12	6.75	7.00	6
D1	12	7.25	5.25	7.50
D1	12	7	6.50	7.50
D1	12	5.75	6.00	7.50
D1	12	3.25	4.00	6
D1	12	4.50	4.25	4
D1	12	5.75	5.25	4
D1	12	6.25	6.25	7.50
D1	12	8	9.75	7.50
D1	12	7	9.00	8.50
D1	12	7.25	7.75	7
D1	12	6.25	5.00	7
D1	12	3.50	6.50	5
D1	12	6.25	8.00	7
D1	12	7.50	6.50	7.50
D1	12	7	5.25	7
D1	12	1.75	6.25	3
D1	12	7	8.50	2
D1	12	4.25	6.25	7.50
D1	12	5.25	5.25	7.50
D1	12	6.75	7.50	7
D1	12	5.25	7.00	5.50
D1	12	6.75	6.75	5.50
D1	12	7.25	6.00	6
D1	18	1	2.50	5.50
D1	13	5.75	6.50	8
D1	13	5.25	4.50	7
D1	13	7.25	9.00	6
D1	13	7.25	9.00	7
D1	13	6.25	7.50	8
D1	13	7.50	8.50	8.50
D1	13	7.25	5.75	8.50
D1	13	9.25	7.50	5
D1	13	7.75	7.25	7.50
D1	13	5.25	7.50	6.50
D1	13	5.50	4.25	6
D1	13	7	6.50	6.50
D1	13	4.75	7.50	7
D1	13	6.75	6.00	6
D1	13	3.75	4.00	5
D1	13	6.75	5.00	7
D1	13	3.50	4.25	5
D1	13	2.25	7.50	5
D1	13	7.25	5.75	6
D1	13	6.75	8.25	6
D1	13	6.75	6.00	6.50
D1	13	6.50	4.75	5.50
D1	13	1	2.25	5.50
D1	13	1	2.50	6
D1	13	3	4.00	6
D1	08	6.75	8.00	6
D1	14	5.25	4.50	6.50
D1	14	0.25	3.50	5
D1	14	6.75	7.25	8
D1	14	3.50	2.75	5
D1	14	0.25	2.50	4.50
D1	14	1.50	3.00	2
D1	15	6.75	6.75	7
D1	15	7	9.25	7
D1	15	7.50	8.00	6.50
D1	15	7.75	7.75	8
D1	15	6.50	9.25	7
D1	15	6.25	9.25	7
D1	15	6.50	8.75	8
D1	15	6.50	8.50	7.50
D1	15	9.25	8.00	5
D1	15	6.50	8.25	7
D1	15	6	8.75	6
D1	15	7.50	7.75	3.50
D1	15	7	5.00	7.50
D1	15	7	7.25	7.50
D1	15	4	8.50	4
D1	15	7	6.75	6
D1	15	6.75	7.50	7.50
D1	15	5.75	6.00	7
D1	15	6.75	8.50	7
D1	15	5.50	2.25	4.50
D1	15	6.50	7.50	6.50
D1	15	7.75	8.75	5.50
D1	15	1.75	5.75	2
D1	15	6.75	5.50	4
D1	15	6.25	8.00	7.50
D1	15	4.25	5.00	8
D1	15	7.25	7.00	6
D1	15	6.50	6.75	4.50
D1	15	2	3.50	4.50
D1	15	7	9.00	8
D1	15	4	2.25	4.50
D1	15	6	4.75	1
D1	15	1.50	3.75	3.50
D1	15	4.75	3.50	5.50
D1	15	5.50	6.00	7.50
D1	15	6	8.50	7
D1	15	6.50	6.00	8
D1	15	5.50	3.75	5.50
D1	16	7	7.50	6
D1	16	6.25	5.50	6.50
D1	16	7	7.00	7
D1	16	4.25	5.00	3
D1	16	4	6.25	6.50
D1	16	7.75	7.25	5
D1	16	6.75	8.00	7
D1	15	6	6.75	7
D1	16	7.25	6.00	7
D1	16	7.25	6.50	8
D1	16	6.75	4.50	3.50
D1	16	6.75	8.25	8
D1	16	6	8.25	7
D1	16	5.75	8.00	7.50
D1	16	8	7.25	8
D1	16	6.75	7.75	8
D1	16	7	8.75	8
D1	16	6.75	9.00	7
D1	16	7.50	7.75	8
D1	16	8	8.75	7.50
D1	16	7.50	8.00	7.50
D1	16	7.25	9.00	8
D1	16	3.50	4.75	6
D1	16	6.75	7.00	7
D1	16	7.50	8.75	7
D1	16	7.75	9.00	8
D1	16	6.75	8.25	7
D1	16	5.75	6.50	7
D1	16	6.25	7.25	7
D1	16	6.75	7.75	7.50
D1	16	6.25	3.75	4.50
D1	16	5.75	6.00	7.50
D1	16	7.25	7.75	8.50
D1	16	6.25	8.25	8
D1	16	3.25	5.00	6
D1	16	6.75	5.00	7
D1	16	7.25	7.25	7
D1	16	7.25	6.00	7
D1	16	6.50	8.00	7
D1	16	6.75	9.00	7.50
D1	16	3.50	3.00	4.50
D1	16	7	7.25	4.50
D1	16	6.50	5.75	7
D1	16	4.75	7.75	6
D1	16	7	8.50	7.50
D1	16	7.25	7.75	7.50
D1	16	7.25	8.00	6
D1	16	7.25	8.00	7.50
D1	16	5.75	7.50	7.50
D1	1B	4.50	8.00	7
D1	16	7.50	7.25	6
D1	16	5.25	3.75	3
D1	14	7	7.75	6
D1	16	6	8.75	7
D1	16	6.75	8.00	7.50
D1	17	8	7.25	6.50
D1	17	5.50	6.00	7
D1	18	6.75	8.00	7
D1	18	6.75	9.25	7.50
D1	18	6.50	8.50	8
D1	18	5	4.50	5.50
D1	18	5	6.00	6.50
D1	18	8	8.50	4
D1	18	6.25	6.00	8
D1	18	7.50	6.00	7
D1	18	6.75	8.00	8
D1	18	6.50	5.50	7.50
D1	18	7	8.00	6
D1	18	7	6.75	6.50
D1	18	5.75	5.00	7
D1	18	8	9.00	4
D1	18	6.25	6.25	6
D1	18	6.75	7.00	6.50
D1	18	6.75	4.50	5.50
D1	18	7.75	6.75	6.50
D1	18	4.75	6.75	7.50
D1	18	2.50	5.50	5
D1	18	3.25	4.00	4.50
D1	18	3.75	4.00	7
D1	18	5.50	8.00	6
D1	18	6.50	6.00	6.50
D1	18	6.50	7.75	7
D1	18	6.25	7.75	7.50
D1	18	4.25	5.50	6
D1	18	6.25	4.00	5
D1	18	6.25	7.00	7.50
D1	18	5	6.00	5
D1	18	7	7.25	8
D1	18	7	9.00	7
D1	18	7	7.75	7.50
D1	18	1	4.00	5.50
D1	18	7.25	7.75	8.50
D1	18	7	6.75	8
D1	18	7.50	8.50	8
D1	18	1	2.25	4
D1	18	7	7.25	6.50
D1	18	3.25	3.75	5.50
D1	18	7.25	7.25	6.50
D1	18	6.75	4.25	7
D1	18	5.75	4.50	6.50
D1	18	7	2.50	5
D1	18	6	7.00	7.50
D1	18	7.25	7.25	7.50
D1	18	7.25	6.25	6.50
D1	18	6.75	5.75	8
D1	18	6	6.00	5.50
D1	18	6.75	6.25	6.50
D1	18	6.75	4.00	7
D1	19	6.75	4.75	5.50
D1	19	7	8.25	8
D1	19	6.50	5.75	5.50
D1	19	4.75	5.25	5
D1	19	6.75	5.00	7.50
D1	19	7	7.00	7.50
D1	19	7.50	8.50	8.50
D1	19	7	8.25	7
D1	19	7.75	9.00	8
D1	19	6.75	7.25	7
D1	19	6.25	8.25	7.50
D1	19	7.25	6.25	7.50
D1	19	7.25	9.00	7
D1	19	7.25	7.50	7.50
D1	19	6.25	8.50	7.50
D1	19	7.25	7.00	6
D1	19	5	7.00	3.50
D1	19	10	8.00	4
D1	19	8.25	8.50	6.50
D1	1A	5.75	8.25	7.50
D1	19	6.50	6.25	6.50
D1	19	6	5.25	6.50
D1	19	6.75	7.25	5.50
D1	19	6.75	6.25	7.50
D1	19	6.75	7.50	6.50
D1	19	3.50	7.25	7.50
D1	19	7.25	5.00	3.50
D1	19	7.75	8.00	7
D1	19	7.25	7.75	8
D1	19	6.25	5.75	7
D1	19	7.50	7.75	7
D1	19	6.75	5.75	7
D1	19	6.75	6.50	7
D1	19	7.75	7.50	5.50
D1	19	6.75	6.75	7
D1	19	7.75	8.25	7.50
D1	19	7	6.75	7.50
D1	19	6.75	4.50	7.50
D1	19	7.50	8.50	6
D1	19	7.50	7.25	6.50
D1	19	8	8.50	6.50
D1	19	7.50	8.50	6.50
D1	19	7	7.50	6.50
D1	19	8.25	8.50	7
D1	19	7.50	9.00	5
D1	19	7.25	8.00	6
D1	19	6.75	7.00	7.50
D1	19	6.75	6.50	8
D1	19	6.25	8.50	5.50
D1	19	7.75	5.25	5
D1	19	6	2.25	7
D1	19	3.25	4.25	5.50
D1	19	8	8.50	6
D1	19	6	2.50	6.50
D1	19	6.25	9.00	6.50
D1	19	6.25	8.25	7.50
D1	19	0	3.00	6.50
D1	19	6.25	8.75	6.50
D1	19	6.75	7.25	6.50
D1	19	6.50	7.50	8
D1	19	6.50	8.00	6.50
D1	21	3	4.25	7
D1	21	6.75	8.75	7.50
D1	21	1.50	4.75	5
D1	21	6.75	6.50	7
D1	21	7	7.50	7
D1	21	6	4.75	7.50
D1	21	1.25	2.00	6
D1	21	7	5.00	7
D1	21	4.25	7.00	7
D1	21	5.75	5.75	7
D1	21	5	7.00	7
D1	21	6.25	3.00	5.50
D1	21	6	7.00	8
D1	21	6.75	7.00	6
D1	21	7.25	9.50	7
D1	21	5.75	9.25	6.50
D1	21	7.75	8.50	7.50
D1	21	6.75	8.00	7
D1	21	6.50	8.25	7.50
D1	21	8	9.25	8
D1	21	6.75	7.50	8
D1	21	7.75	7.75	6
D1	21	7	8.75	7.50
D1	21	5.75	3.75	5.50
D1	21	3.75	5.25	7
D1	21	6.25	7.75	7
D1	21	6.75	4.75	8
D1	21	6.75	6.00	7
D1	21	6.25	7.75	7
D1	21	6	7.25	2.50
